Date of Final Decision,Submission Number,Device,Company,Panel (Lead),Primary Product Code,pdf_url,local_pdf_path
7/19/22,K213409,ZEUS System (Zio Watch),"iRhythm Technologies, Inc.",Cardiovascular,DQK,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K213409.pdf,Data/FDA Summary Statements/2026-04-16_K213409.pdf
7/19/22,K220815,BrainInsight,"Hyperfine, Inc.",Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K220815.pdf,Data/FDA Summary Statements/2026-04-16_K220815.pdf
7/19/22,K213357,"Study Watch with Irregular Pulse Monitor (Home), Study Watch with Irregular Pulse Monitor",Verily Life Sciences LLC,Cardiovascular,DXH,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K213357.pdf,Data/FDA Summary Statements/2026-04-16_K213357.pdf
7/18/22,K221147,"Vivid T8, Vivid T9","GE Medical Systems Ultrasound and Primary Care Diagnostics,",Radiology,IYN,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K221147.pdf,Data/FDA Summary Statements/2026-04-16_K221147.pdf
7/18/22,K221148,Vivid iq,GE Medical Systems Ultrasound & Primary Care Diagnostics LLC,Radiology,IYN,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K221148.pdf,Data/FDA Summary Statements/2026-04-16_K221148.pdf
7/15/22,K220619,"Vivid S60N, Vivid S70N","GE Medical Systems Ultrasound and Primary Care Diagnostics,",Radiology,IYN,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K220619.pdf,Data/FDA Summary Statements/2026-04-16_K220619.pdf
7/14/22,K221203,AHI System,Fifth Eye Inc.,Cardiovascular,QNV,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K221203.pdf,Data/FDA Summary Statements/2026-04-16_K221203.pdf
7/13/22,K221727,syngo.CT Extended Functionality,"Siemens Medical Solutions USA, Inc.",Radiology,JAK,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K221727.pdf,Data/FDA Summary Statements/2026-04-16_K221727.pdf
7/8/22,K212783,ProstatID,"ScanMed, LLC",Radiology,QDQ,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K212783.pdf,Data/FDA Summary Statements/2026-04-16_K212783.pdf
7/6/22,K210069,Minuteful - kidney test,Healthy.io Ltd.,Clinical Chemistry,JIR,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K210069.pdf,Data/FDA Summary Statements/2026-04-16_K210069.pdf
6/29/22,K220975,"V8 Diagnostic Ultrasound System, V7 Diagnostic Ultrasound System","Samsung Medison Co., Ltd.",Radiology,IYN,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K220975.pdf,Data/FDA Summary Statements/2026-04-16_K220975.pdf
6/29/22,K213794,Eko Murmur Analysis Software (EMAS),"Eko Devices, Inc.",Cardiovascular,DQD,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K213794.pdf,Data/FDA Summary Statements/2026-04-16_K213794.pdf
6/27/22,K220851,Venue,GE Medical Systems,Radiology,IYN,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K220851.pdf,Data/FDA Summary Statements/2026-04-16_K220851.pdf
6/27/22,K220848,Venue Fit,GE Medical Systems,Radiology,IYN,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K220848.pdf,Data/FDA Summary Statements/2026-04-16_K220848.pdf
6/24/22,K220575,"MAGNETOM Free.Max, MAGNETOM Free.Star","Siemens Medical Solutions USA, Inc.",Radiology,LNH,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K220575.pdf,Data/FDA Summary Statements/2026-04-16_K220575.pdf
6/23/22,K220497,CoLumbo,Smart Soft Healthcare AD,Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K220497.pdf,Data/FDA Summary Statements/2026-04-16_K220497.pdf
6/21/22,K220800,Venue Go,GE Medical Systems Ultrasound and Primary Care Diagnostics,Radiology,IYN,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K220800.pdf,Data/FDA Summary Statements/2026-04-16_K220800.pdf
6/17/22,K213037,IDx-DR v2.3,Digital Diagnostics Inc.,Ophthalmic,PIB,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K213037.pdf,Data/FDA Summary Statements/2026-04-16_K213037.pdf
6/17/22,K221463,ElucidVivo A.3,Elucid Bioimaging Inc.,Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K221463.pdf,Data/FDA Summary Statements/2026-04-16_K221463.pdf
6/17/22,K220813,ART-PLAN,TheraPanacea,Radiology,QKB,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K220813.pdf,Data/FDA Summary Statements/2026-04-16_K220813.pdf
6/16/22,K213504,"Aquilion ONE (TSX-306A/3) V10.12 with Spectral Imaging System, Vitrea Software Package, VSTP-001A",Canon Medical Systems Corporation,Radiology,JAK,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K213504.pdf,Data/FDA Summary Statements/2026-04-16_K213504.pdf
6/10/22,K221393,Swoop Portable MR Imaging System,"Hyperfine, Inc.",Radiology,LNH,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K221393.pdf,Data/FDA Summary Statements/2026-04-16_K221393.pdf
6/8/22,K213882,EarliPoint System,"EarliTec Diagnostics, Inc.",Neurology,QPF,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K213882.pdf,Data/FDA Summary Statements/2026-04-16_K213882.pdf
6/8/22,K213717,AIR Recon DL,"GE Medical Systems,LLC (GE Healthcare)",Radiology,LNH,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K213717.pdf,Data/FDA Summary Statements/2026-04-16_K213717.pdf
6/6/22,K220358,"Voluson Expert 22, Voluson Expert 20, Voluson Expert 18","GE Medical Systems Ultrasound and Primary Care Diagnostics,",Radiology,IYN,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K220358.pdf,Data/FDA Summary Statements/2026-04-16_K220358.pdf
6/3/22,K213971,Atrial Fibrillation History Feature,Apple Inc.,Cardiovascular,QDB,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K213971.pdf,Data/FDA Summary Statements/2026-04-16_K213971.pdf
6/3/22,K221314,BriefCase,"Aidoc Medical, Ltd.",Radiology,QAS,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K221314.pdf,Data/FDA Summary Statements/2026-04-16_K221314.pdf
6/2/22,K220164,Rayvolve,AZmed SAS,Radiology,QBS,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K220164.pdf,Data/FDA Summary Statements/2026-04-16_K220164.pdf
5/31/22,K221248,Rapid LVO,iSchemaView Inc.,Radiology,QAS,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K221248.pdf,Data/FDA Summary Statements/2026-04-16_K221248.pdf
5/31/22,K220766,eMurmur Heart AI,CSD Labs GmbH,Cardiovascular,DQD,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K220766.pdf,Data/FDA Summary Statements/2026-04-16_K220766.pdf
5/25/22,K220416,SwiftMR,AIRS Medical Inc.,Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K220416.pdf,Data/FDA Summary Statements/2026-04-16_K220416.pdf
5/17/22,K221240,BriefCase,"Aidoc Medical, Ltd.",Radiology,QAS,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K221240.pdf,Data/FDA Summary Statements/2026-04-16_K221240.pdf
5/17/22,K220499,Rapid PE Triage and Notification (PETN),iSchemaView Inc.,Radiology,QAS,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K220499.pdf,Data/FDA Summary Statements/2026-04-16_K220499.pdf
5/17/22,K221219,syngo.CT CaScoring,"Siemens Medical Solutions USA, Inc.",Radiology,JAK,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K221219.pdf,Data/FDA Summary Statements/2026-04-16_K221219.pdf
5/16/22,K213583,"Achieva, Ingenia, Ingenia CX, Ingenia Elition and Ingenia Ambition MR Systems",Philips Medical Systems Nederland B.V.,Radiology,LNH,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K213583.pdf,Data/FDA Summary Statements/2026-04-16_K213583.pdf
5/13/22,K220589,MAGNETOM Skyra Fit,"Siemens Medical Solutions USA, Inc.",Radiology,LNH,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K220589.pdf,Data/FDA Summary Statements/2026-04-16_K220589.pdf
5/13/22,K221106,Quantib Prostate,Quantib BV,Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K221106.pdf,Data/FDA Summary Statements/2026-04-16_K221106.pdf
5/12/22,K220105,Saige-Dx,"DeepHealth, Inc.",Radiology,QDQ,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K220105.pdf,Data/FDA Summary Statements/2026-04-16_K220105.pdf
5/11/22,K220446,Versana Balance,"GE Medical Systems Ultrasound and Primary Care Diagnostics,",Radiology,IYN,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K220446.pdf,Data/FDA Summary Statements/2026-04-16_K220446.pdf
5/10/22,K212519,Overjet Caries Assist,"Overjet, Inc.",Radiology,MYN,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K212519.pdf,Data/FDA Summary Statements/2026-04-16_K212519.pdf
5/6/22,K211966,Segment 3DPrint,Medviso AB,Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K211966.pdf,Data/FDA Summary Statements/2026-04-16_K211966.pdf
5/3/22,K212915,MVision AI Segmentation,MVision AI,Radiology,QKB,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K212915.pdf,Data/FDA Summary Statements/2026-04-16_K212915.pdf
5/3/22,K220013,X100HT with Slide Loader with Full Field Peripheral Blood Smear (PBS) Application,Scopio Labs Ltd.,Hematology,JOY,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K220013.pdf,Data/FDA Summary Statements/2026-04-16_K220013.pdf
4/29/22,K220939,MAGNETOM Lumina and MAGNETOM Vida Fit with syngo MR XA50A,Siemens Medical Solutions USA Inc.,Radiology,LNH,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K220939.pdf,Data/FDA Summary Statements/2026-04-16_K220939.pdf
4/29/22,K220899,Oxehealth Vital Signs,Oxehealth Limited,Cardiovascular,QME,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K220899.pdf,Data/FDA Summary Statements/2026-04-16_K220899.pdf
4/29/22,K220590,aPROMISE X,EXINI Diagnostics AB,Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K220590.pdf,Data/FDA Summary Statements/2026-04-16_K220590.pdf
4/28/22,K220264,EFAI RTSuite CT HN-Segmentation System,"Ever Fortune.AI Co., Ltd.",Radiology,QKB,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K220264.pdf,Data/FDA Summary Statements/2026-04-16_K220264.pdf
4/27/22,K212441,Philips Incisive CT,"Philips Healthcare (Suzhou) Co., Ltd.",Radiology,JAK,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K212441.pdf,Data/FDA Summary Statements/2026-04-16_K212441.pdf
4/26/22,K213886,BriefCase,"Aidoc Medical, Ltd.",Radiology,QAS,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K213886.pdf,Data/FDA Summary Statements/2026-04-16_K213886.pdf
4/26/22,K212662,AliveCor QT Service,"AliveCor, Inc.",Cardiovascular,DQK,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K212662.pdf,Data/FDA Summary Statements/2026-04-16_K212662.pdf
4/22/22,K213944,HealthOST,NanoxAI Ltd.,Radiology,JAK,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K213944.pdf,Data/FDA Summary Statements/2026-04-16_K213944.pdf
4/21/22,K213795,Videa Caries Assist,"VideaHealth, Inc",Radiology,MYN,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K213795.pdf,Data/FDA Summary Statements/2026-04-16_K213795.pdf
4/15/22,K213706,AI-Rad Companion Brain MR,Siemens Healthcare GmBh,Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K213706.pdf,Data/FDA Summary Statements/2026-04-16_K213706.pdf
4/15/22,K220141,RayStation 11B,RaySearch Laboratories AB (publ),Radiology,MUJ,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K220141.pdf,Data/FDA Summary Statements/2026-04-16_K220141.pdf
4/8/22,K220192,"Vantage Galan 3T, MRT-3020, V8.0 with AiCE Reconstruction Processing Unit for MR",Canon Medical Systems Corporation,Radiology,LNH,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K220192.pdf,Data/FDA Summary Statements/2026-04-16_K220192.pdf
4/8/22,K212274,INT Contour,Carina Medical LLC,Radiology,MUJ,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K212274.pdf,Data/FDA Summary Statements/2026-04-16_K212274.pdf
4/6/22,K203783,ClariPulmo,ClariPi Inc.,Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf20/K203783.pdf,Data/FDA Summary Statements/2026-04-16_K203783.pdf
4/5/22,K214081,MRCAT Head & Neck,Philips Oy,Radiology,MUJ,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K214081.pdf,Data/FDA Summary Statements/2026-04-16_K214081.pdf
4/5/22,K220043,"HERA W10 Diagnostic Ultrasound System, HERA W9 Diagnostic Ultrasound System","Samsung Medison Co., LTD",Radiology,IYN,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K220043.pdf,Data/FDA Summary Statements/2026-04-16_K220043.pdf
4/4/22,K212624,EFAI Intelligent Cardiothoracic Ratio (iCTR) Assessment System,"Ever Fortune. AI Co., Ltd.",Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K212624.pdf,Data/FDA Summary Statements/2026-04-16_K212624.pdf
4/1/22,K213657,DEEPVESSEL FFR,KeyaMed NA Inc.,Cardiovascular,PJA,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K213657.pdf,Data/FDA Summary Statements/2026-04-16_K213657.pdf
4/1/22,K220151,MAGNETOM Avanto Fit,"Siemens Medical Solutions USA, Inc.",Radiology,LNH,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K220151.pdf,Data/FDA Summary Statements/2026-04-16_K220151.pdf
3/22/22,K200828,Athelas Home,Athelas Inc.,Hematology,GKZ,https://www.accessdata.fda.gov/cdrh_docs/pdf20/K200828.pdf,Data/FDA Summary Statements/2026-04-16_K200828.pdf
3/22/22,K212960,"Aplio a550, Aplio a450, and Aplio a, Diagnostic Ultrasound System, Software V6.5",Canon Medical Systems Corporation,Radiology,IYN,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K212960.pdf,Data/FDA Summary Statements/2026-04-16_K212960.pdf
3/21/22,K213721,BriefCase,"Aidoc Medical, Ltd.",Radiology,QAS,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K213721.pdf,Data/FDA Summary Statements/2026-04-16_K213721.pdf
3/16/22,K213779,Customize,3D-Side SA,Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K213779.pdf,Data/FDA Summary Statements/2026-04-16_K213779.pdf
3/14/22,K214043,BriefCase,"Aidoc Medical, Ltd.",Radiology,QFM,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K214043.pdf,Data/FDA Summary Statements/2026-04-16_K214043.pdf
3/14/22,K203744,Arterys MICA,Arterys Inc.,Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf20/K203744.pdf,Data/FDA Summary Statements/2026-04-16_K203744.pdf
3/11/22,K213725,CardIQ Suite,GE Medical Systems SCS,Radiology,JAK,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K213725.pdf,Data/FDA Summary Statements/2026-04-16_K213725.pdf
3/10/22,K213566,ClearRead Xray Pneumothorax,"Riverain Technologies, Inc.",Radiology,QFM,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K213566.pdf,Data/FDA Summary Statements/2026-04-16_K213566.pdf
3/4/22,K210365,Second Opinion,Pearl Inc.,Radiology,MYN,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K210365.pdf,Data/FDA Summary Statements/2026-04-16_K210365.pdf
3/1/22,K212365,BoneView,Gleamer,Radiology,QBS,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K212365.pdf,Data/FDA Summary Statements/2026-04-16_K212365.pdf
2/25/22,K213693,MAGNETOM Vida with syngo MR XA50A,"Siemens Medical Solutions USA, Inc.",Radiology,LNH,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K213693.pdf,Data/FDA Summary Statements/2026-04-16_K213693.pdf
2/24/22,K213941,Annalise Enterprise CXR Triage Pneumothorax,Annalise-AI,Radiology,QFM,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K213941.pdf,Data/FDA Summary Statements/2026-04-16_K213941.pdf
2/18/22,K213999,Deep Learning Image Reconstruction,"GE Medical Systems, LLC.",Radiology,JAK,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K213999.pdf,Data/FDA Summary Statements/2026-04-16_K213999.pdf
2/18/22,K213319,"Viz ANEURYSM, Viz ANX","Viz.ai, Inc.",Radiology,QFM,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K213319.pdf,Data/FDA Summary Statements/2026-04-16_K213319.pdf
2/17/22,K213689,"Voluson P6, Voluson P8",GE Healthcare,Radiology,IYN,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K213689.pdf,Data/FDA Summary Statements/2026-04-16_K213689.pdf
2/11/22,K213603,SIGNA Artist Evo,GE Healthcare(Tianjin) Company Limited,Radiology,LNH,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K213603.pdf,Data/FDA Summary Statements/2026-04-16_K213603.pdf
2/8/22,K213165,Rapid,iSchema View Inc.,Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K213165.pdf,Data/FDA Summary Statements/2026-04-16_K213165.pdf
2/4/22,K213938,Revolution Ascend,GE Healthcare Japan Corporation,Radiology,JAK,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K213938.pdf,Data/FDA Summary Statements/2026-04-16_K213938.pdf
2/4/22,K212654,"Micro C Medical Imaging System, M01","OXOS Medical, Inc.",Radiology,IZL,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K212654.pdf,Data/FDA Summary Statements/2026-04-16_K212654.pdf
2/3/22,K213976,Contour ProtégéAI,MIM Software Inc.,Radiology,QKB,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K213976.pdf,Data/FDA Summary Statements/2026-04-16_K213976.pdf
1/28/22,K203260,syngo.CT Brain Hemorrhage,"Siemens Medical Solutions USA, Inc.",Radiology,QAS,https://www.accessdata.fda.gov/cdrh_docs/pdf20/K203260.pdf,Data/FDA Summary Statements/2026-04-16_K203260.pdf
1/24/22,K212333,"Aplio i900/i800/i700 Diagnostic Ultrasound System, Software V6.5",Canon Medical Systems Corporation,Radiology,IYN,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K212333.pdf,Data/FDA Summary Statements/2026-04-16_K212333.pdf
1/20/22,K214019,syngo.CT Extended Functionality,"Siemens Medical Solutions USA, Inc.",Radiology,JAK,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K214019.pdf,Data/FDA Summary Statements/2026-04-16_K214019.pdf
1/20/22,K213668,SIGNA Hero,"GE Healthcare (GE Medical Systems, LLC)",Radiology,LNH,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K213668.pdf,Data/FDA Summary Statements/2026-04-16_K213668.pdf
1/19/22,K210747,Caption Interpretation Automated Ejection Fraction Software,Caption Health,Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K210747.pdf,Data/FDA Summary Statements/2026-04-16_K210747.pdf
1/19/22,K212012,Follicle Clarity,Cycle Clarity,Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K212012.pdf,Data/FDA Summary Statements/2026-04-16_K212012.pdf
1/16/22,K211980,SIGNA Prime,GE Healthcare (Tianjin) Company Limited,Radiology,LNH,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K211980.pdf,Data/FDA Summary Statements/2026-04-16_K211980.pdf
1/14/22,K213737,Quantib ND,Quantib B.V.,Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K213737.pdf,Data/FDA Summary Statements/2026-04-16_K213737.pdf
1/14/22,K213307,Eclipse II with Smart Noise Cancellation,"Carestream Health, Inc.",Radiology,MQB,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K213307.pdf,Data/FDA Summary Statements/2026-04-16_K213307.pdf
1/14/22,K210760,Precise Image,"Philips Medical Systems Nederland, B.V.",Radiology,JAK,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K210760.pdf,Data/FDA Summary Statements/2026-04-16_K210760.pdf
1/13/22,K213642,"Voluson S6, Voluson S8, Voluson S8t, Voluson S10, Voluson S10 Expert",GE Healthcare,Radiology,IYN,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K213642.pdf,Data/FDA Summary Statements/2026-04-16_K213642.pdf
1/12/22,K212005,UNiD Spine Analyzer,"MEDICREA International, Inc.",Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K212005.pdf,Data/FDA Summary Statements/2026-04-16_K212005.pdf
1/7/22,K211443,AIBOLIT 3D+,"AIbolit Technologies, LLC",Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K211443.pdf,Data/FDA Summary Statements/2026-04-16_K211443.pdf
1/6/22,K213544,TOMTEC-ARENA,TOMTEC Imaging Systems GmbH,Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K213544.pdf,Data/FDA Summary Statements/2026-04-16_K213544.pdf
12/29/21,K213776,LiverSmart,Resonance Health Analysis Services Pty Ltd,Radiology,PCS,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K213776.pdf,Data/FDA Summary Statements/2026-04-16_K213776.pdf
12/22/21,K202404,BoneMRI,MRIguidance B.V,Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf20/K202404.pdf,Data/FDA Summary Statements/2026-04-16_K202404.pdf
12/21/21,K210670,BU-CAD,TaiHao Medical Inc.,Radiology,QDQ,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K210670.pdf,Data/FDA Summary Statements/2026-04-16_K210670.pdf
12/21/21,K212690,qXR-BT,Qure.ai Technologies,Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K212690.pdf,Data/FDA Summary Statements/2026-04-16_K212690.pdf
12/20/21,K213275,EchoGo Core (2.0),Ultromics Limited,Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K213275.pdf,Data/FDA Summary Statements/2026-04-16_K213275.pdf
12/16/21,K212616,Koios DS,"Koios Medical, Inc.",Radiology,POK,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K212616.pdf,Data/FDA Summary Statements/2026-04-16_K212616.pdf
12/16/21,K213628,VBrain,Vysioneer Inc.,Radiology,QKB,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K213628.pdf,Data/FDA Summary Statements/2026-04-16_K213628.pdf
12/15/21,K213155,RT-Mind-AI,"MedMind Technology Co., Ltd.",Radiology,QKB,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K213155.pdf,Data/FDA Summary Statements/2026-04-16_K213155.pdf
12/15/21,K211803,HealthPPT,Zebra Medical Vision Ltd.,Radiology,QFM,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K211803.pdf,Data/FDA Summary Statements/2026-04-16_K211803.pdf
12/9/21,K212466,LVivo Seamless,DiA Imaging Analysis Ltd,Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K212466.pdf,Data/FDA Summary Statements/2026-04-16_K212466.pdf
12/6/21,K213096,Al-Rad Companion (Pulmonary),"Siemens Medical Solutions USA, Inc.",Radiology,JAK,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K213096.pdf,Data/FDA Summary Statements/2026-04-16_K213096.pdf
12/3/21,K212219,AHI System,Fifth Eye Inc.,Cardiovascular,QNV,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K212219.pdf,Data/FDA Summary Statements/2026-04-16_K212219.pdf
12/3/21,K212442,Cydar EV (Series B) and Cydar EV Maps,Cydar Ltd.,Radiology,OWB,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K212442.pdf,Data/FDA Summary Statements/2026-04-16_K212442.pdf
12/1/21,K213305,"Vantage Fortian 1.5T, MRT-1550, V8.0 with AiCE Reconstruction Processing Unit for MR",Canon Medical Systems Corporation,Radiology,LNH,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K213305.pdf,Data/FDA Summary Statements/2026-04-16_K213305.pdf
11/26/21,K211541,MammoScreen 2.0,Therapixel,Radiology,QDQ,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K211541.pdf,Data/FDA Summary Statements/2026-04-16_K211541.pdf
