level,label,bucket,reason,consequential,n_occurrences,n_trials,example_nct,parser_rules_version
class,None of the listed categories,gender_diverse,mapped,True,1,1,NCT05534061,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,None of these,gender_diverse,mapped,True,1,1,NCT05514002,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,None of these describe me,gender_diverse,mapped,True,1,1,NCT06001307,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,None of these describe me,gender_diverse,mapped,True,1,1,NCT05775991,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Not Applicable,,unrecognized,False,1,1,NCT01139762,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Not Available,unknown,mapped,True,1,1,NCT02861118,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Not Available to Report,unknown,mapped,True,1,1,NCT00687531,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Not Collected,unknown,mapped,True,1,1,NCT02657577,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Not Disclosed,unknown,mapped,True,1,1,NCT02995434,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Not Frail,,unrecognized,False,1,1,NCT03354546,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Not Indicated,unknown,mapped,True,1,1,NCT04949243,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Not Provided,unknown,mapped,True,1,1,NCT06213701,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Not Provided,unknown,mapped,True,1,1,NCT01804036,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Not Recorded,unknown,mapped,True,1,1,NCT04553484,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Not Reported or Other,unknown,mapped,True,1,1,NCT04491539,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Not Sexually Active with ED,,unrecognized,True,1,1,NCT00384930,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Not Sexually Active without ED,,unrecognized,True,1,1,NCT00384930,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Not Sure,unknown,mapped,True,1,1,NCT01350544,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Not applicable,,unrecognized,True,1,1,NCT05376358,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Not available,unknown,mapped,False,1,1,NCT03252249,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Not disclosed,unknown,mapped,True,1,1,NCT06045325,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Not disclosed to avoid re-identification,unknown,mapped,True,1,1,NCT06069778,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Not disclosed to others,unknown,mapped,True,1,1,NCT02796963,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Not heterosexual,,sexual_orientation,True,1,1,NCT03897049,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Not identifies,unknown,mapped,True,1,1,NCT05443659,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Not listed/prefer not to answer,unknown,mapped,True,1,1,NCT05386355,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Not provided,unknown,mapped,True,1,1,NCT00705263,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Not recorded,unknown,mapped,True,1,1,NCT03895632,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Not reported as male or female,unknown,mapped,True,1,1,NCT06348251,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Not reported/Unknown,unknown,mapped,True,1,1,NCT05510908,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Not reported/Unknown/Declined to State,unknown,mapped,True,1,1,NCT03433469,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Not sexual minority (heterosexual),,sexual_orientation,True,1,1,NCT04251273,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Not sexually active,,unrecognized,True,1,1,NCT03624972,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Not specified,unknown,mapped,True,1,1,NCT05891275,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Not specified,unknown,mapped,True,1,1,NCT00659295,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Not stated,unknown,mapped,True,1,1,NCT05493072,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Not sure,unknown,mapped,True,1,1,NCT04498143,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Not sure (non-binary),unknown,mapped,True,1,1,NCT05280756,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Not-treated mRCC participants,,unrecognized,False,1,1,NCT05363072,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Number of Female Participants,female,mapped,True,1,1,NCT01378325,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Number of Female Participants Per Arm,female,mapped,True,1,1,NCT02122458,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Number of Male Participants Per Arm,male,mapped,True,1,1,NCT02122458,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Numbers of male sexual partners in the past 3 months ≥ 6,male,mapped,True,1,1,NCT06187415,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Nurse,,unrecognized,False,1,1,NCT02320175,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,OA Population,,unrecognized,False,1,1,NCT04160091,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,OLE Period,,unrecognized,False,1,1,NCT04556734,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,OLE Phase,,unrecognized,False,1,1,NCT03941834,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,OLE trial period,,unrecognized,False,1,1,NCT05870540,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Occasionally,,unrecognized,True,1,1,NCT02516202,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Offspring,,unrecognized,False,1,1,NCT04050202,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Often,,unrecognized,True,1,1,NCT03741725,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Often to Almost Always,,unrecognized,True,1,1,NCT05396014,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Older Adults,,unrecognized,False,1,1,NCT05150990,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,On Demand Cohort,,structural_or_group,False,1,1,NCT03393975,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Once a month or less,,unrecognized,True,1,1,NCT00635570,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Ongoing problem,,unrecognized,True,1,1,NCT01262573,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Only male subjects,male,mapped,True,1,1,NCT04408989,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Open Label Extension,,structural_or_group,False,1,1,NCT04629950,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Open Label Phase,,unrecognized,False,1,1,NCT04712669,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Open Label phase,,unrecognized,False,1,1,NCT05445557,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Open-Enrollment Sex,,unrecognized,False,1,1,NCT03323749,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Open-Label Period,,unrecognized,False,1,1,NCT02586623,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Open-Label Phase,,unrecognized,False,1,1,NCT00958633,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Open-Label Titration Period,,unrecognized,False,1,1,NCT05668754,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Open-Label Treatment,,unrecognized,False,1,1,NCT05014919,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Open-label initial phase (OLP),,unrecognized,False,1,1,NCT03528681,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Open-label phase,,unrecognized,False,1,1,NCT03341962,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Optional Flaxseed Continuation,,unrecognized,False,1,1,NCT00956813,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Oral sex,,unrecognized,False,1,1,NCT04233372,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Orgasmic function,,unrecognized,False,1,1,NCT00351819,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Oruga Field Station,,unrecognized,False,1,1,NCT00223990,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Osewre Field Station,,unrecognized,False,1,1,NCT00223990,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Other (Transwoman; Transman; Gender-variant/non-binary; Other Identity; Prefer not to answer),unknown,mapped,True,1,1,NCT04992390,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Other (Unspecified),unknown,mapped,True,1,1,NCT03205982,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Other (asexual, bisexual, pansexual, uncertain)",gender_diverse,mapped,True,1,1,NCT03721276,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Other (e.g., Two Spirit)",gender_diverse,mapped,True,1,1,NCT05129501,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,"Other (e.g., queer, pansexual)",gender_diverse,mapped,True,1,1,NCT02994108,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Other (participant response = non-binary),gender_diverse,mapped,True,1,1,NCT04661878,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Other (please specify),gender_diverse,mapped,True,1,1,NCT06509100,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Other (prefer to self-describe),gender_diverse,mapped,True,1,1,NCT04935931,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Other (self described as genderqueer or nonbinary),gender_diverse,mapped,False,1,1,NCT03254940,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Other (unspecified),unknown,mapped,True,1,1,NCT04950816,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Other / Missing,unknown,mapped,True,1,1,NCT05916664,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Other Gender Identity,gender_diverse,mapped,True,1,1,NCT03313310,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Other Gender Identity,gender_diverse,mapped,True,1,1,NCT05087966,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Other Identity,gender_diverse,mapped,True,6,1,NCT05132322,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Other combination,gender_diverse,mapped,True,1,1,NCT03419078,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Other identity,gender_diverse,mapped,True,1,1,NCT04974580,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Other not listed,unknown,mapped,True,1,1,NCT05692960,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Other or Prefer Not to Say,unknown,mapped,True,1,1,NCT06874361,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Other or Unknown,unknown,mapped,True,1,1,NCT04852848,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Other or not reported,unknown,mapped,True,1,1,NCT04450914,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Other or prefer not to say,unknown,mapped,True,1,1,NCT05384171,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Other or unknown,unknown,mapped,True,2,1,NCT03740113,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Other selected,gender_diverse,mapped,True,1,1,NCT05537116,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Other than male or female,gender_diverse,mapped,True,1,1,NCT05604508,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Other, Unspecified",unknown,mapped,True,1,1,NCT04605159,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,"Other, Unspecified",unknown,mapped,True,1,1,NCT04019873,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,"Other, not specified",unknown,mapped,True,1,1,NCT03234881,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Other/ Not recorded,unknown,mapped,True,1,1,NCT01244737,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Other/Choose not to respond,unknown,mapped,True,1,1,NCT06552871,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Other/Missing,unknown,mapped,True,1,1,NCT04409782,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Other/Missing,unknown,mapped,True,1,1,NCT02788903,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Other/Non-binary,gender_diverse,mapped,True,1,1,NCT04201223,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Other/Not Listed Above,unknown,mapped,True,1,1,NCT05900700,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Other/Not Reported,unknown,mapped,True,1,1,NCT04678245,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Other/Not Specified,unknown,mapped,True,1,1,NCT03277794,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Other/Not listed,unknown,mapped,True,1,1,NCT04498143,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Other/Prefer not to answer,unknown,mapped,True,1,1,NCT03923582,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Other/Prefer not to answer,unknown,mapped,True,1,1,NCT04971967,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Other/Queer,gender_diverse,mapped,True,1,1,NCT04289116,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Other/Refused/Missing,unknown,mapped,True,1,1,NCT04246593,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Other/Unknown,unknown,mapped,True,1,1,NCT06554431,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Other/Unknown/Missing,unknown,mapped,True,1,1,NCT06554431,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Other/Unspecified,unknown,mapped,True,1,1,NCT03687762,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Other/category not listed,unknown,mapped,True,1,1,NCT04154631,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Other/missing,unknown,mapped,True,1,1,NCT04726371,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Other/no response,unknown,mapped,True,1,1,NCT06634342,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Other/non-binary,gender_diverse,mapped,True,1,1,NCT04891978,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Other/not reported,unknown,mapped,True,1,1,NCT03704142,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Other/not sure,unknown,mapped,True,1,1,NCT04376346,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Others,gender_diverse,mapped,True,1,1,NCT04908683,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Others (gay, lesbian or bisexual)",gender_diverse,mapped,True,1,1,NCT03685643,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,"Others (pansexual, queer, unsure)",unknown,mapped,True,1,1,NCT05645354,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Outpatient,,unrecognized,False,1,1,NCT02455076,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Overall Sample,,unrecognized,False,1,1,NCT01875861,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Overall population,,unrecognized,False,1,1,NCT01121588,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Overall satisfaction,,unrecognized,False,1,1,NCT00351819,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Overall satisfied with sexual encounters,,unrecognized,False,1,1,NCT00512707,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,PCMHI Participants,,unrecognized,False,1,1,NCT04350866,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,PCV13 Population,,unrecognized,False,1,1,NCT03276754,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,PEP (n=89) - Female,female,mapped,True,1,1,NCT00782067,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,PEP (n=89) - Male,male,mapped,True,1,1,NCT00782067,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,PFIC Cohort,,structural_or_group,False,1,1,NCT03905330,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"PISQ-IR Sexually Active Interest, Assessment of Partner Related Impacts",,unrecognized,False,1,1,NCT03672461,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"PISQ-IR Sexually Active Interest, Summary Score",,unrecognized,False,1,1,NCT03672461,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"PISQ-IR Sexually Active, Assessment of Arousal, Orgasm",,unrecognized,False,1,1,NCT03672461,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"PISQ-IR Sexually Active, Assessment of Desire",,unrecognized,False,1,1,NCT03672461,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"PISQ-IR Sexually Active, Condition-specifc Impacts on Activity",,unrecognized,False,1,1,NCT03672461,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"PISQ-IR Sexually Active, Condition-specific Impact on Sexual Quality",,unrecognized,False,1,1,NCT03672461,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"PISQ-IR Sexually Active, Global Quality",,unrecognized,False,1,1,NCT03672461,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"PISQ-IR Sexually Inactive, Condition Impact on Sexual Quality",,unrecognized,False,1,1,NCT03672461,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"PISQ-IR Sexually Inactive, Condition Specific Reason for Not Being Active",,unrecognized,False,1,1,NCT03672461,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"PISQ-IR Sexually Inactive, Global Quality",,unrecognized,False,1,1,NCT03672461,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"PISQ-IR Sexually Inactive, Partner-Related Reasons for Not Being Active",,unrecognized,False,1,1,NCT03672461,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,PLWD,,unrecognized,False,1,1,NCT04555616,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,PLWD Sex,,unrecognized,False,1,1,NCT03786471,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
